cluster_id	cluster_size	number_of_families	hypothetical_ratio_mean	structural_membrane_enrichment	neighborhood_consistency	top_neighborhood_signature	priority_score	candidate_count	hypothetical_count	example_proteins
337	5	1	1.0	0.0	1.0	CDS|CDS|CDS	4.0	5	5	YP_010772786.1;YP_010772787.1;YP_010772788.1;YP_010806228.1;YP_010806229.1
161	11	2	0.0	1.0	1.0	CDS|CDS|CDS	4.0	11		YP_008126269.1;YP_009219092.1;YP_009198456.1;YP_009195129.1;YP_010059989.1
75	32	1	0.9895833333333333	0.010416666666666666	1.0	CDS|CDS|CDS	3.989583333333333	32	32	NP_944853.1;NP_944854.1;YP_002922824.1;YP_002922825.1;YP_009150065.1
138	22	1	0.9848484848484848	0.01515151515151515	1.0	CDS|CDS|CDS	3.984848484848485	22	22	YP_009225982.1;YP_009196721.1;YP_009791617.1;YP_009792163.1;YP_009807390.1
224	17	1	0.980392156862745	0.0196078431372549	1.0	CDS|CDS|CDS	3.9803921568627447	17	17	YP_009274042.1;YP_010096608.1;YP_010096703.1;YP_010098166.1;YP_010100805.1
217	21	1	0.9682539682539684	0.031746031746031744	1.0	CDS|CDS|CDS	3.9682539682539684	21	21	YP_009301036.1;YP_009301037.1;YP_009301038.1;YP_009275151.1;YP_009275152.1
306	17	1	0.980392156862745	0.0	1.0	CDS|CDS|CDS	3.96078431372549	17	17	YP_010112140.1;YP_010112141.1;YP_010112142.1;YP_010112262.1;YP_010112263.1
76	15	1	0.9777777777777777	0.0	1.0	CDS|CDS|CDS	3.9555555555555557	15	15	NP_944879.1;YP_002922838.1;YP_009151268.1;YP_009219548.1;YP_009606798.1
142	43	1	0.9767441860465116	0.0	1.0	CDS|CDS|CDS	3.953488372093023	43	43	YP_009607677.1;YP_009607678.1;YP_008430692.1;YP_008430693.1;YP_008430694.1
95	21	1	1.0	0.0	0.9523809523809523	CDS|CDS|CDS	3.9523809523809526	21	21	YP_053000.1;YP_053001.1;YP_053002.1;YP_053003.1;YP_053004.1
73	51	1	0.9477124183006537	0.0522875816993464	1.0	CDS|CDS|CDS	3.947712418300654	51	51	NP_944829.2;NP_944832.1;NP_944833.1;YP_002922813.1;YP_002922814.1
139	34	1	0.9411764705882353	0.0588235294117647	1.0	CDS|CDS|CDS	3.941176470588235	34	34	YP_009226022.1;YP_009197867.1;YP_009195394.1;YP_009284872.1;YP_009196687.1
212	5	1	0.9333333333333333	0.06666666666666667	1.0	CDS|CDS|CDS	3.9333333333333336	5	5	YP_009300994.1;YP_009275109.1;YP_009797886.1;YP_009848328.1;YP_009856334.1
174	5	2	0.4666666666666666	0.0	1.0	CDS|CDS|CDS	3.933333333333333	5	5	NP_859222.1;YP_009100257.1;YP_009190547.1;YP_009907988.1;YP_010667680.1
158	19	1	0.9649122807017545	0.0	1.0	CDS|CDS|CDS	3.929824561403509	19	19	YP_008873381.1;YP_008873382.1;YP_008873383.1;YP_010679970.1;YP_010680523.1
231	8	1	0.9583333333333333	0.0	1.0	CDS|CDS|CDS	3.9166666666666665	8	8	YP_009615961.1;YP_009615962.1;YP_009796321.1;YP_009796537.1;YP_009798845.1
322	13	1	0.8974358974358972	0.10256410256410256	1.0	CDS|CDS|CDS	3.8974358974358974	13	13	YP_010655581.1;YP_010655582.1;YP_010655583.1;YP_010655584.1;YP_010655585.1
100	9	1	1.0	0.0	0.8888888888888888	CDS|CDS|CDS	3.888888888888889	9	9	YP_453677.1;YP_453678.1;YP_453679.1;YP_010052442.1;YP_010052443.1
83	12	1	0.9444444444444443	0.0	1.0	CDS|CDS|CDS	3.8888888888888884	12	12	NP_859101.1;NP_859102.1;NP_859103.1;NP_859104.1;NP_859105.1
195	12	1	0.9444444444444443	0.0	1.0	CDS|CDS|CDS	3.8888888888888884	12	12	YP_010077943.1;YP_010077944.1;YP_009844461.1;YP_009844462.1;YP_009850822.1
275	24	1	0.9444444444444443	0.0	1.0	CDS|CDS|CDS	3.8888888888888884	24	24	YP_010096693.1;YP_010096694.1;YP_010096695.1;YP_010098249.1;YP_010098250.1
328	6	1	0.9444444444444443	0.0	1.0	CDS|CDS|CDS	3.8888888888888884	6	6	YP_010681797.1;YP_010681798.1;YP_010681799.1;YP_010740079.1;YP_010740080.1
80	10	1	0.9333333333333332	0.0	1.0	CDS|CDS|CDS	3.8666666666666663	10	10	NP_945006.1;YP_002922914.1;YP_009147393.1;YP_009146364.1;YP_009200863.1
283	5	1	0.9333333333333332	0.0	1.0	CDS|CDS|CDS	3.8666666666666663	5	5	YP_009796324.1;YP_009798847.1;YP_009822457.1;YP_009883615.1;YP_009884683.1
81	10	1	0.95	0.05	0.9	CDS|CDS	3.8499999999999996	10	10	NP_945023.1;YP_002456141.1;YP_002922921.1;YP_009205028.1;YP_009147401.1
252	15	1	0.8888888888888887	0.06666666666666667	1.0	CDS|CDS|CDS	3.8444444444444446	15	15	YP_009616086.1;YP_009616087.1;YP_009796243.1;YP_009796244.1;YP_009796245.1
146	6	1	1.0	0.0	0.8333333333333334	CDS|CDS|CDS	3.8333333333333335	6	6	YP_009793180.1;YP_009793181.1;YP_009793241.1;YP_009793242.1;YP_009793295.1
321	6	1	0.8333333333333334	0.16666666666666666	1.0	CDS|CDS|CDS	3.8333333333333335	6	6	YP_010655519.1;YP_010655520.1;YP_010655521.1;YP_010655637.1;YP_010655638.1
126	8	1	0.9166666666666666	0.0	1.0	CDS|CDS|CDS	3.833333333333333	8	8	YP_004010170.1;YP_004010171.1;YP_009882136.1;YP_009882137.1;YP_009882138.1
175	8	1	0.9166666666666666	0.0	1.0	CDS|CDS|CDS	3.833333333333333	8	8	YP_009145654.1;YP_009177257.1;YP_009606658.1;YP_009199322.1;YP_009210975.1
241	8	1	0.9166666666666666	0.0	1.0	CDS|CDS|CDS	3.833333333333333	8	8	YP_009787685.1;YP_009820079.1;YP_009902609.1;YP_009902782.1;YP_009902700.1
293	4	1	0.9166666666666666	0.0	1.0	CDS|CDS|CDS	3.833333333333333	4	4	YP_009902621.1;YP_009902451.1;YP_009902835.1;YP_009902836.1
137	27	1	0.9135802469135802	0.0	1.0	CDS|CDS|CDS	3.8271604938271606	27	27	YP_009225968.1;YP_009225969.1;YP_009225970.1;YP_009284897.1;YP_009284898.1
251	7	1	0.9047619047619048	0.0	1.0	CDS|CDS|CDS	3.8095238095238093	7	7	YP_009796227.1;YP_009796448.1;YP_009796449.1;YP_009822582.1;YP_009883529.1
326	7	1	0.9047619047619048	0.0	1.0	CDS|CDS|CDS	3.8095238095238093	7	7	YP_010681188.1;YP_010681189.1;YP_010680947.1;YP_010680948.1;YP_010680949.1
192	10	1	0.8666666666666666	0.06666666666666667	1.0	CDS|CDS|CDS	3.8000000000000003	10	10	YP_010077890.1;YP_010077891.1;YP_009844398.1;YP_009844399.1;YP_009850754.1
144	20	2	0.3999999999999999	0.0	1.0	CDS|CDS|CDS	3.8	20	20	YP_009607712.1;YP_008126313.1;YP_008430726.1;YP_009219141.1;YP_008858006.1
87	6	1	0.8888888888888888	0.0	1.0	CDS|CDS|CDS	3.7777777777777777	6	6	NP_859196.1;NP_859197.1;NP_859198.1;NP_859362.1;NP_859363.1
109	6	1	0.8888888888888888	0.0	1.0	CDS|CDS|CDS	3.7777777777777777	6	6	YP_004322432.1;YP_004322433.1;YP_004322434.1;YP_007673850.1;YP_007673851.1
163	3	1	0.8888888888888888	0.0	1.0	CDS|CDS|CDS	3.7777777777777777	3	3	YP_008433339.1;YP_008433367.1;YP_008433611.1
178	6	1	0.8888888888888888	0.0	1.0	CDS|CDS|CDS	3.7777777777777777	6	6	YP_009147595.1;YP_009147596.1;YP_009147597.1;YP_009837693.1;YP_009837694.1
245	6	1	0.8888888888888888	0.0	1.0	CDS|CDS|CDS	3.7777777777777777	6	6	YP_009497851.1;YP_009497852.1;YP_009497853.1;YP_010084254.1;YP_010084255.1
102	7	2	0.38095238095238093	0.0	1.0	CDS|CDS|CDS	3.761904761904762	7	7	YP_004323450.1;YP_004323451.1;YP_004322507.1;YP_004322508.1;YP_007673785.1
319	7	1	0.8571428571428571	0.0	1.0	CDS|CDS|CDS	3.7142857142857144	7	7	YP_010657923.1;YP_010657925.1;YP_010657819.1;YP_010657820.1;YP_010657821.1
226	14	2	0.3333333333333333	0.023809523809523808	1.0	CDS|CDS|CDS	3.6904761904761902	14	14	YP_009274054.1;YP_010098178.1;YP_010101977.1;YP_010103619.1;YP_010102930.1
134	27	1	0.8395061728395061	0.0	1.0	CDS|CDS|CDS	3.6790123456790123	27	27	YP_004009429.1;YP_006488899.1;YP_006488898.1;YP_006488896.1;YP_009889693.1
